id,brand,model,views,likes,adv_added_hours,usd_price,бортовой компьютер,Год выпуска,Пробег,Кузов,Цвет,Коробка,Привод,Руль,Состояние,Таможня,Наличие,"Регион, город продажи",Учёт,обвес,тонировка,спойлер,кожа,дерево,CD,DVD,MP3,USB,антиблокировочная система (ABS),антипробуксовочная система,система курсовой устойчивости,подушки безопасности,парктроник,камера заднего вида,полный электропакет,сигнализация,кондиционер,климат контроль,круиз-контроль,подогрев передних сидений,подогрев всех сидений,обогрев зеркал,пневмоподвеска,память сидений,память руля,датчик дождя,датчик света,корректор фар,центральный замок,литые диски,люк,сабвуфер,биксенон,омыватель фар,газобалонное оборудование,ксенон,комбинированный,автозавод,велюр,engine_capacity,engine_type
2037,Lexus,RX,67.0,0.0,15.0,23000.0,0.0,2011,182000.0,внедорожник 5 дв.,серебристый,автомат,полный,слева,идеальное,1,в наличии,"Ош, Ошская область",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,бензин
2971,Daewoo,Nexia,201.0,2.0,120.0,2844.0,0.0,2008,230000.0,седан,белый,механика,передний,слева,хорошее,1,в наличии,Бишкек,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,бензин
3864,Hyundai,Tucson,42274.0,53.0,7920.0,39500.0,0.0,2023,202.86394557823132,внедорожник 5 дв.,серый,автомат,полный,слева,новое,0,в пути,Бишкек,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,бензин
595,Kia,Sorento,850.0,0.0,2160.0,23000.0,0.0,2018,116000.0,внедорожник 5 дв.,черный,автомат,полный,слева,хорошее,0,на заказ,Южная Корея,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,дизель
4517,Hyundai,Sonata,417.0,7.0,144.0,17000.0,1.0,2018,124000.0,седан,серый,автомат,передний,слева,хорошее,1,в наличии,Бишкек,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,бензин
3781,Toyota,Highlander,5246.0,15.0,2880.0,35000.0,0.0,2021,45062.0,внедорожник 5 дв.,белый,автомат,передний,слева,хорошее,1,в наличии,Бишкек,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,гибрид
8216,Nissan,Primera,306.0,1.0,216.0,2844.0,0.0,1998,200000.0,седан,серебристый,механика,передний,слева,хорошее,1,в наличии,Бишкек,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,бензин
6407,Toyota,Harrier,104.0,1.0,22.0,8000.0,0.0,2002,214119.0,внедорожник 5 дв.,белый,автомат,полный,справа,хорошее,1,в наличии,"Ош, Ошская область",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,бензин
4015,Hyundai,Santa Fe,1086.0,11.0,1440.0,29500.0,1.0,2018,187000.0,внедорожник 5 дв.,белый,автомат,полный,слева,идеальное,1,в наличии,Бишкек,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,дизель
10,Hyundai,Grandeur,3851.0,1.0,48.0,35000.0,1.0,2021,16000.0,седан,черный,автомат,передний,слева,хорошее,0,в пути,Южная Корея,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.4,гибрид
3484,Hyundai,Sonata,592.0,6.0,1440.0,15300.0,1.0,2016,33000.0,седан,черный,автомат,передний,слева,идеальное,1,в наличии,Бишкек,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.4,бензин
4007,Daewoo,Nexia,293.0,3.0,192.0,2731.0,0.0,2009,155698.0,седан,синий,механика,передний,слева,хорошее,1,в наличии,"Ош, Ошская область",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,бензин
8786,Honda,Stepwgn,622.0,1.0,720.0,11500.0,1.0,2009,229000.0,минивэн,белый,автомат,передний,справа,идеальное,1,в наличии,"Талас, Таласская область",3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,бензин
8845,Toyota,Estima,88.0,2.0,24.0,8900.0,1.0,2003,250000.0,минивэн,серый,автомат,передний,справа,хорошее,1,в наличии,Бишкек,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,бензин
93,Toyota,Highlander,366.0,0.0,48.0,19700.0,0.0,2008,159000.0,внедорожник 5 дв.,зеленый,автомат,полный,слева,идеальное,1,в наличии,Бишкек,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.5,бензин
8997,Mercedes-Benz,C-Класс,739.0,4.0,600.0,4892.0,0.0,1997,300000.0,седан,синий,механика,задний,слева,хорошее,1,в наличии,"Ош, Ошская область",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,бензин
2960,Kia,K7,3270.0,9.0,2160.0,23000.0,0.0,2016,161500.0,седан,черный,автомат,передний,слева,идеальное,1,в наличии,Бишкек,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,бензин
8704,BMW,7 серии,562.0,3.0,600.0,70000.0,0.0,2017,70000.0,седан,белый,автомат,полный,слева,идеальное,1,в наличии,Бишкек,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,дизель
4821,Toyota,Corolla,357.0,0.0,240.0,3982.0,0.0,2001,2437.0,хэтчбек 5 дв.,зеленый,механика,передний,слева,хорошее,1,в наличии,"Баткен, Баткенская область",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,бензин
2150,Hyundai,Santa Fe,180.0,3.0,384.0,20500.0,1.0,2016,192000.0,внедорожник 5 дв.,белый,автомат,передний,слева,идеальное,1,в наличии,Бишкек,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,дизель
3727,Mercedes-Benz,GLS,250.0,2.0,168.0,110000.0,0.0,2021,70000.0,внедорожник 5 дв.,белый,автомат,полный,слева,идеальное,1,в наличии,Бишкек,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,бензин
292,Subaru,Outback,223.0,0.0,120.0,22500.0,0.0,2017,106000.0,универсал,белый,вариатор,полный,слева,идеальное,1,в наличии,Бишкек,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,бензин
7820,Hyundai,Staria,4125.0,3.0,3600.0,69000.0,0.0,2021,19000.0,фургон,черный,автомат,передний,слева,идеальное,1,в наличии,Бишкек,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,дизель
2292,Mazda,323,177.0,1.0,288.0,2844.0,0.0,1999,300000.0,седан,серебристый,механика,передний,слева,хорошее,1,в наличии,Бишкек,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,бензин
5638,Honda,Odyssey,905.0,5.0,1440.0,6827.0,0.0,2001,500000.0,минивэн,серебристый,автомат,передний,справа,хорошее,1,в наличии,"Ош, Ошская область",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,бензин
7647,Toyota,Avalon,368.0,0.0,672.0,31300.0,0.0,2020,66602.0,седан,коричневый,автомат,передний,слева,идеальное,0,на заказ,Южная Корея,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,бензин
5359,Honda,Mobilio Spike,347.0,2.0,144.0,5450.0,1.0,2002,275848.0,компактвэн,серебристый,вариатор,передний,справа,хорошее,1,в наличии,"Джалал-Абад, Джалал-Абадская область",2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,бензин
2409,Toyota,Avalon,564.0,10.0,168.0,22990.0,1.0,2018,87900.0,седан,белый,вариатор,передний,слева,хорошее,1,в наличии,Бишкек,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,гибрид
